comuna,region,año,mes,poblacion,ingreso_promedio,temperatura_promedio,precipitacion_mm,consumo_m3
Recoleta,Metropolitana,2020,3,526160,641969.90112942,20.04299927608317,44.06759770277117,13.81
Recoleta,Metropolitana,2020,4,527967,583708.0744301009,21.96772668583482,11.421160820190847,17.89
Recoleta,Metropolitana,2020,5,527056,613075.9654257899,19.607813491477472,0.0,16.08
Recoleta,Metropolitana,2020,6,523510,580725.5555082399,19.03984823951532,173.16741294826102,14.52
Recoleta,Metropolitana,2020,7,527886,586256.9924665181,17.431268441605056,258.52326555143765,12.52
Recoleta,Metropolitana,2020,8,526720,629627.7698968137,15.05047105368346,205.4144438024552,13.42
Recoleta,Metropolitana,2020,9,526787,626780.9398402602,13.752203796110562,43.40601488428175,15.3
Recoleta,Metropolitana,2020,10,523031,637557.7775432292,12.748457052824454,88.7425141327397,13.69
Recoleta,Metropolitana,2020,11,525841,624312.1545237915,13.022361632245753,18.14485960264685,13.95
Recoleta,Metropolitana,2020,12,525808,625165.516284936,14.229773016889856,59.05165425133155,17.31
Recoleta,Metropolitana,2021,1,524748,611465.2451118117,17.4833291810665,16.46706159447346,14.45
Recoleta,Metropolitana,2021,2,524445,616288.8989979089,18.37973570333232,36.61068695696299,14.48
Recoleta,Metropolitana,2021,3,527442,625594.6517902885,20.474175681240773,0.0,13.76
Recoleta,Metropolitana,2021,4,524457,625858.1848645853,19.168741362188268,0.0,15.93
Recoleta,Metropolitana,2021,5,524981,602351.4981298627,20.22667461373004,3.2276730748643665,14.99
Recoleta,Metropolitana,2021,6,524050,601083.9049141544,19.42144718273019,208.9487341534308,16.06
Recoleta,Metropolitana,2021,7,524168,603866.6515064525,16.425400697525482,224.87798809147668,15.43
Recoleta,Metropolitana,2021,8,527639,627964.9823582526,15.907611811046769,199.3082669921616,13.34
Recoleta,Metropolitana,2021,9,527547,595438.1221790826,14.365689198969166,0.0,15.62
Recoleta,Metropolitana,2021,10,523973,601298.41759452,11.327443628801534,68.29409553552757,13.16
Recoleta,Metropolitana,2021,11,523416,595550.6258564283,12.490214118263555,72.52655110420255,14.14
Recoleta,Metropolitana,2021,12,524274,583747.4818644897,15.121254750098691,55.7747114226523,14.58
Recoleta,Metropolitana,2022,1,523303,622138.1377782291,17.305836582926936,130.04529847871947,13.62
Recoleta,Metropolitana,2022,2,526735,627594.2692131973,19.214799014979302,7.435136895736422,13.57
Recoleta,Metropolitana,2022,3,526389,635022.35306752,21.453700944728222,0.0,16.17
Recoleta,Metropolitana,2022,4,525936,606070.5834111489,20.878512894559588,0.0,16.99
Recoleta,Metropolitana,2022,5,527692,638380.1378604445,21.47749296055626,0.0,17.17
Recoleta,Metropolitana,2022,6,526882,632896.7319129626,17.149506147929902,193.1062582363781,15.56
Recoleta,Metropolitana,2022,7,525981,605917.494246624,16.984134081546486,193.5355425418544,14.36
Recoleta,Metropolitana,2022,8,526664,601803.1079316917,15.688154857978498,252.88042759178452,14.0
Recoleta,Metropolitana,2022,9,526280,596962.6380436238,12.560876999923732,72.62756020855613,13.58
Recoleta,Metropolitana,2022,10,523059,600449.9420305962,13.59257415407307,15.208624702334436,14.72
Recoleta,Metropolitana,2022,11,526065,598496.0808459627,13.762088283418374,42.35341895909313,15.14
Recoleta,Metropolitana,2022,12,525737,613196.3344816532,13.95272595990896,24.46398964702304,13.77
Recoleta,Metropolitana,2023,1,526957,616906.3819332741,17.583568038364795,0.0,14.34
Recoleta,Metropolitana,2023,2,525779,624177.0250969146,17.523769519690603,45.22368810801312,13.99
Recoleta,Metropolitana,2023,3,526393,596563.1808479707,20.47918128786715,0.0,16.63
Recoleta,Metropolitana,2023,4,526693,618277.9707532641,21.07419057067955,0.0,17.75
Recoleta,Metropolitana,2023,5,523972,591792.7869800152,21.210793958784755,28.22608377563168,16.46
Recoleta,Metropolitana,2023,6,526310,639680.9111152315,18.779241936206347,203.05244532309217,13.95
Recoleta,Metropolitana,2023,7,523527,579741.0929690307,18.74976650588083,161.40021035683185,14.59
Recoleta,Metropolitana,2023,8,525173,576468.433391551,15.98679843503704,257.21937093487253,14.15
Recoleta,Metropolitana,2023,9,526214,609895.6249263784,13.118663549623932,95.4756827033593,16.36
Recoleta,Metropolitana,2023,10,525550,572608.1025487786,12.37925061628128,86.43698319559343,13.34
Recoleta,Metropolitana,2023,11,525845,633589.6127508453,12.867465354213476,220.56097397838985,14.9
Recoleta,Metropolitana,2023,12,525515,611153.0272795467,15.176049905523373,8.065568187266628,13.93
Recoleta,Metropolitana,2024,1,523819,604791.5608251517,17.581120945163725,32.309077716563465,14.51
Recoleta,Metropolitana,2024,2,525354,615432.0740105184,20.633513855817625,55.72185379315727,16.19
Recoleta,Metropolitana,2024,3,524489,603737.1585337505,19.779908222290352,6.328875392538588,14.16
Recoleta,Metropolitana,2024,4,524587,642524.1621590963,20.188731266519003,16.517367487476626,14.41
Recoleta,Metropolitana,2024,5,524768,577810.951322908,20.52711927403698,39.36603183305564,15.99
Recoleta,Metropolitana,2024,6,524016,577316.1868494325,18.8202736352142,209.20405516506665,16.31
Recoleta,Metropolitana,2024,7,524487,630979.2248599732,16.43385245537918,188.74080017616723,14.58
Recoleta,Metropolitana,2024,8,525829,590376.0216761983,14.279611641199528,214.94514909870784,15.32
Recoleta,Metropolitana,2024,9,523442,613688.3980706843,14.493670016141197,53.93658702081357,13.33
Recoleta,Metropolitana,2024,10,524772,592763.321592163,13.285478467994151,72.26969253599947,12.02
Recoleta,Metropolitana,2024,11,523878,603604.6226815644,12.18115672556997,73.47637112431948,11.86
Recoleta,Metropolitana,2024,12,523262,630258.9844073964,16.090983797922632,71.8251296152356,12.9
Huechuraba,Coquimbo,2020,1,336216,706620.2187068955,15.619610153275932,0.8500587397573725,14.72
Huechuraba,Coquimbo,2020,2,333435,662158.019346378,19.47736387399133,0.0,17.64
Huechuraba,Coquimbo,2020,3,336373,660497.4479442298,20.58999351168424,0.0,16.02
Huechuraba,Coquimbo,2020,4,336948,677510.1426641311,20.031950204450304,0.0,16.52
Huechuraba,Coquimbo,2020,5,334039,661826.6929991344,20.17590600876074,53.12415394559679,16.81
Huechuraba,Coquimbo,2020,6,335755,712859.6481492956,19.72752019385897,182.16190904517188,17.38
Huechuraba,Coquimbo,2020,7,332759,682593.1649996613,16.553592833137163,173.6935685650352,15.6
Huechuraba,Coquimbo,2020,8,335917,643093.6388333259,14.849651633713734,211.0981186019242,14.24
Huechuraba,Coquimbo,2020,9,334276,684019.869486207,15.174527944053128,44.1282841010578,14.31
Huechuraba,Coquimbo,2020,10,333401,655496.99686003,12.206511256119644,51.39161590628818,11.61
Huechuraba,Coquimbo,2020,11,336712,680639.8307234948,12.80974886757207,78.70384487565286,12.5
Huechuraba,Coquimbo,2020,12,334582,645602.3446760566,14.78180215974026,70.10956085131834,15.11
Huechuraba,Coquimbo,2021,1,334727,653400.1719277427,17.97078455427714,5.597692449880007,16.49
Huechuraba,Coquimbo,2021,2,334969,688874.0568477768,19.423416043977184,33.97052389754936,15.99
Huechuraba,Coquimbo,2021,3,335349,637062.2465079753,21.375915208708555,0.0,16.73
Huechuraba,Coquimbo,2021,4,333601,647063.2379186734,19.95462121692121,23.51677224311471,14.75
Huechuraba,Coquimbo,2021,5,337504,655997.2124028405,19.775369297551,0.0,15.93
Huechuraba,Coquimbo,2021,6,336908,711951.0976879174,16.614797762873554,238.52902296173173,16.07
Huechuraba,Coquimbo,2021,7,335090,628829.9018429796,17.89678243055894,238.4396017934154,16.06
Huechuraba,Coquimbo,2021,8,333547,681262.0288556212,14.063262644693983,170.19745103083,15.91
Huechuraba,Coquimbo,2021,9,337532,651209.1303291403,12.842201892397842,76.6439505294689,12.41
Huechuraba,Coquimbo,2021,10,333354,704238.2324103751,11.218370063369555,37.59655520983047,13.41
Huechuraba,Coquimbo,2021,11,332802,676127.1591963022,14.414485878091616,70.35060073076917,14.69
Huechuraba,Coquimbo,2021,12,335314,665957.3670300501,15.079688781444728,89.14800311574379,15.38
Huechuraba,Coquimbo,2022,1,335768,645559.3263206116,16.872198133854884,62.896884046924725,13.71
Huechuraba,Coquimbo,2022,2,334027,664285.588733081,18.51598037680372,56.6435566106848,15.53
Huechuraba,Coquimbo,2022,3,334910,671864.7160260283,20.10515966983147,113.44724302976384,16.04
Huechuraba,Coquimbo,2022,4,337641,651165.0447531452,20.502692779775284,56.053998636976594,14.54
Huechuraba,Coquimbo,2022,5,336236,679951.5187800213,20.100677427037752,0.0,16.48
Huechuraba,Coquimbo,2022,6,333760,693090.809086391,19.01785530148217,321.95898613299755,15.06
Huechuraba,Coquimbo,2022,7,335838,638575.6858170492,17.091946403359742,173.48103268118294,13.61
Huechuraba,Coquimbo,2022,8,333325,702985.3243884121,13.675426925463118,259.49960737959026,15.16
Huechuraba,Coquimbo,2022,9,334565,684352.098075869,12.972832185067144,85.96717280157955,14.25
Huechuraba,Coquimbo,2022,10,334766,623191.6208067015,12.537804816737044,0.0,15.4
Huechuraba,Coquimbo,2022,11,332790,653225.8072703142,13.708106356847932,9.587980516884253,13.15
Huechuraba,Coquimbo,2022,12,334549,633798.7229431388,16.284979714762166,24.908016956397184,14.14
Huechuraba,Coquimbo,2023,1,335027,669032.7963430025,15.930556013604445,0.0,14.88
Huechuraba,Coquimbo,2023,2,335149,727562.1615692927,17.81045167335364,62.72644684661843,13.5
Huechuraba,Coquimbo,2023,3,333017,678997.4651692774,20.028099644912803,52.33945303510024,17.46
Huechuraba,Coquimbo,2023,4,335928,684890.7513910213,20.23199076495653,8.540775371630236,14.55
Huechuraba,Coquimbo,2023,5,332781,670725.1606530636,21.13317686963412,0.0,15.42
Huechuraba,Coquimbo,2023,6,337586,670430.6708981979,18.916059649804733,218.22281270862567,17.39
Huechuraba,Coquimbo,2023,7,335799,656776.7734009457,17.476579396547265,221.0973326833191,17.14
Huechuraba,Coquimbo,2023,8,336259,707522.0922261138,14.020854088225514,243.85419876743447,12.8
Huechuraba,Coquimbo,2023,9,337115,650946.6317155132,12.315945700445432,73.02433194150564,15.65
Huechuraba,Coquimbo,2023,10,333115,630798.4733327937,12.433719234819415,0.0,11.42
Huechuraba,Coquimbo,2023,11,336435,691884.0273520311,13.925896772336102,88.80264093207758,14.55
Huechuraba,Coquimbo,2023,12,335506,669739.0682699262,16.797351872616705,0.0,16.59
Huechuraba,Coquimbo,2024,1,335783,681046.9837498962,16.168307710680033,0.0,16.39
Huechuraba,Coquimbo,2024,2,335556,695938.8709243267,16.643917619702165,14.058281674775609,13.18
Huechuraba,Coquimbo,2024,3,337221,696216.151755954,19.85227279839785,0.0,14.33
Huechuraba,Coquimbo,2024,4,332734,673224.7147817016,20.3756780234017,29.66292342947169,14.35
Huechuraba,Coquimbo,2024,5,336262,708363.6353000528,21.797740176997586,60.264962601858095,18.25
Huechuraba,Coquimbo,2024,6,337391,680829.438695866,17.05222489147534,210.3226132422156,16.03
Huechuraba,Coquimbo,2024,7,334760,679409.0510347604,18.026475920408195,221.95952133125328,16.1
Huechuraba,Coquimbo,2024,8,336462,644441.2799896854,15.4927154194614,221.3592434189855,14.37
Huechuraba,Coquimbo,2024,9,337360,694387.2487597909,14.136212176439956,19.39330536678117,16.9
Huechuraba,Coquimbo,2024,10,334377,698368.6443132925,13.917529268691116,11.195058014320086,13.67
Huechuraba,Coquimbo,2024,11,335133,660232.2273442828,13.483344222942051,85.6830778670494,15.37
Huechuraba,Coquimbo,2024,12,335323,678624.1639454712,15.23634670297566,21.13611909304489,15.08
Lo Prado,Maule,2020,1,189836,616218.6393761134,16.647819551880414,27.235759235262,15.75
Lo Prado,Maule,2020,2,190291,587686.0750057099,18.25785357621568,24.440438783293416,14.33
Lo Prado,Maule,2020,3,191592,646761.9071786177,22.0387024256655,0.0,16.86
Lo Prado,Maule,2020,4,189379,673785.6280863313,18.38673146082998,101.86575265247224,14.87
Lo Prado,Maule,2020,5,191090,626752.9124095434,20.296027401852196,26.230986268621532,16.16
Lo Prado,Maule,2020,6,191098,666119.8344849495,20.231909515564443,223.4085107484148,14.44
Lo Prado,Maule,2020,7,190273,612947.0127324888,15.35406110223144,232.9097273929382,16.5
Lo Prado,Maule,2020,8,188984,691352.8718056378,14.180320383461062,147.8034553594565,15.59
Lo Prado,Maule,2020,9,191050,633913.3017563391,11.310320188556876,65.08047041682248,15.75
Lo Prado,Maule,2020,10,189470,690642.4093669397,13.078573220961124,17.675442081832088,13.7
Lo Prado,Maule,2020,11,191099,630260.0383774231,12.66961217580794,94.85830484457216,13.35
Lo Prado,Maule,2020,12,188414,700084.7674959344,15.479608786177804,84.63914382804671,15.8
Lo Prado,Maule,2021,1,191366,658868.2087799188,17.184925286649104,0.0,14.35
Lo Prado,Maule,2021,2,187737,688307.5338942059,19.615955089044057,26.50974657009114,16.45
Lo Prado,Maule,2021,3,187577,634272.4001584813,18.82100364855517,0.0,17.5
Lo Prado,Maule,2021,4,188708,625135.188541049,21.99938094639279,9.036722168113462,14.11
Lo Prado,Maule,2021,5,190509,670085.6966483654,22.160669231221785,8.838942040291828,15.43
Lo Prado,Maule,2021,6,191058,669148.5324977585,18.852808544620203,280.1564631450625,15.59
Lo Prado,Maule,2021,7,188150,694439.0334214926,16.552637050838783,264.4226902438234,13.8
Lo Prado,Maule,2021,8,187289,641409.7490379524,13.897286985842658,224.25500460766065,15.56
Lo Prado,Maule,2021,9,187943,631654.4276245385,13.7831883844365,69.10765980912623,13.8
Lo Prado,Maule,2021,10,188030,651124.1772577022,12.95087727737741,56.15281105489031,9.64
Lo Prado,Maule,2021,11,187878,650272.6223295269,12.664055852424005,15.48806402333434,13.1
Lo Prado,Maule,2021,12,190046,663406.7657685503,15.566177390770171,71.97680449791923,16.13
Lo Prado,Maule,2022,1,191895,668191.2479812126,15.99265257283506,0.0,12.52
Lo Prado,Maule,2022,2,187035,644059.0813608272,18.72837202025603,0.0,15.2
Lo Prado,Maule,2022,3,188899,651193.97735845,20.911487911611182,1.0112622103495106,15.47
Lo Prado,Maule,2022,4,189559,623293.6960655107,21.924097940966227,74.33562083086919,17.88
Lo Prado,Maule,2022,5,191002,676977.7156796397,20.25756369087741,77.90534386824204,16.9
Lo Prado,Maule,2022,6,191929,638167.9941302967,19.276994331119106,290.3181031945322,13.87
Lo Prado,Maule,2022,7,188433,638163.8733511172,19.20825042899684,193.8459682880273,15.03
Lo Prado,Maule,2022,8,190045,651060.7201189616,13.39981071323784,268.0613987971116,14.16
Lo Prado,Maule,2022,9,187019,635180.3839064823,12.845039613024817,0.0,12.96
Lo Prado,Maule,2022,10,189359,611992.1900755756,12.457680914315132,0.0,14.24
Lo Prado,Maule,2022,11,187147,628637.3913604266,14.665043311137032,46.67334065968623,14.89
Lo Prado,Maule,2022,12,188550,675245.1099321295,15.909183124193977,67.873610105675,15.0
Lo Prado,Maule,2023,1,190480,629836.7527684583,16.575823647255,0.0,15.2
Lo Prado,Maule,2023,2,188921,678660.972309056,18.719130754202343,83.80094624409423,15.57
Lo Prado,Maule,2023,3,190358,627235.9144906913,21.073416407462503,19.024987042138317,14.4
Lo Prado,Maule,2023,4,189191,685833.1468230232,22.279352676366088,0.0,16.27
Lo Prado,Maule,2023,5,188654,691364.0767830798,21.361584115788624,0.0,12.96
Lo Prado,Maule,2023,6,187801,613273.9521498675,19.53184829733112,195.94781792584828,15.77
Lo Prado,Maule,2023,7,187498,642075.4911088197,17.417080498008644,146.00722435012466,14.87
Lo Prado,Maule,2023,8,187612,676180.7398260105,15.928744476577505,272.7202117182721,15.08
Lo Prado,Maule,2023,9,189539,637058.4756668239,12.57744900360744,19.26532514168288,10.78
Lo Prado,Maule,2023,10,189570,621591.5279296176,13.034376479661232,25.492709306512268,12.43
Lo Prado,Maule,2023,11,188795,653749.3983286911,11.745746018665562,95.33454542861703,12.62
Lo Prado,Maule,2023,12,190726,616929.7622189946,14.086827272636087,26.255296894090808,17.63
Lo Prado,Maule,2024,1,191552,636938.3695364838,16.10405299641122,42.52921112521612,11.96
Lo Prado,Maule,2024,2,191189,650520.462488123,17.338008298541666,56.59838310663075,16.14
Lo Prado,Maule,2024,3,189094,655496.6559978769,21.26851258606133,59.563070407470526,14.53
Lo Prado,Maule,2024,4,189267,616749.2369531579,21.424585096047142,2.862737334830266,17.14
Lo Prado,Maule,2024,5,189338,668338.4488792389,20.35291654658665,99.68601247299416,18.33
Lo Prado,Maule,2024,6,189865,647192.5595528531,19.312484998197306,150.91127580880075,18.22
Lo Prado,Maule,2024,7,189895,673206.3192884448,16.914078473152188,224.5918317017016,14.37
Lo Prado,Maule,2024,8,188626,618910.6825394761,13.092778000311196,232.6506909471001,13.54
Lo Prado,Maule,2024,9,187507,651683.5245472951,13.21692589955904,20.713432858676917,15.88
Lo Prado,Maule,2024,10,187954,661784.1138352138,13.654663962731512,0.0,14.34
Lo Prado,Maule,2024,11,187276,626098.9200966505,14.38290612102406,54.96782528198267,12.71
Lo Prado,Maule,2024,12,188546,661570.2047845221,13.871964577691337,61.6489867901223,15.17
Estación Central,Aysén,2020,1,86104,974697.9485466096,16.43504847334478,55.860266510277,16.64
Estación Central,Aysén,2020,2,87116,1020441.19126616,18.536591665501494,28.86929564672553,14.05
Estación Central,Aysén,2020,3,87686,1002466.0180201308,20.8177809910288,46.2157629356073,15.31
Estación Central,Aysén,2020,4,85480,1031835.5968465648,21.03211545543232,60.40793304166117,20.23
Estación Central,Aysén,2020,5,87433,1025012.3621768634,20.28253216094464,20.583422928997493,17.31
Estación Central,Aysén,2020,6,89635,976241.8761554656,20.0602667243782,175.00238902449215,16.59
Estación Central,Aysén,2020,7,86074,1018425.7741490796,18.037062289764428,226.0394692710369,16.58
Estación Central,Aysén,2020,8,86928,992539.9864600016,15.493117527216006,271.7550716793512,15.01
Estación Central,Aysén,2020,9,89963,1015909.8217907372,14.465869378590163,59.02338587231432,17.43
Estación Central,Aysén,2020,10,87485,1031053.8647578424,13.156377191992616,0.0,16.53
Estación Central,Aysén,2020,11,87183,987315.3049846456,12.059991052749597,103.54940135489076,16.1
Estación Central,Aysén,2020,12,89647,962109.7808602592,14.03019915811116,38.650049453378806,16.35
Estación Central,Aysén,2021,1,88936,1010603.1589459892,16.882814768744595,47.99360564858807,15.45
Estación Central,Aysén,2021,2,86977,1038881.0613980844,18.212136221012173,0.0,15.56
Estación Central,Aysén,2021,3,86034,1045489.649504807,20.71499253172612,43.12814711561006,17.78
Estación Central,Aysén,2021,4,88283,1014675.9384595712,20.674209755851408,30.529808037947287,18.3
Estación Central,Aysén,2021,5,86710,990169.2196571731,21.00039167770322,58.00420914919359,18.74
Estación Central,Aysén,2021,6,86766,1044288.308113498,19.218617506881,222.62398534026596,17.16
Estación Central,Aysén,2021,7,86064,1009039.3445719974,17.355951214844325,319.5220017344004,16.99
Estación Central,Aysén,2021,8,88805,1010708.3000643796,14.529572547201836,226.451695496886,16.45
Estación Central,Aysén,2021,9,88752,1009169.3308168388,13.320421668697907,62.55790227010051,18.22
Estación Central,Aysén,2021,10,85902,1023633.1223106176,12.167511636350543,114.80227322776776,14.69
Estación Central,Aysén,2021,11,89997,1008036.0388950092,12.891062037313796,107.67478017729476,15.12
Estación Central,Aysén,2021,12,86926,1062017.5084204895,15.197715374657918,39.56378637802536,17.27
Estación Central,Aysén,2022,1,89282,999301.1769097256,15.8241890196608,26.50409100602048,17.63
Estación Central,Aysén,2022,2,88655,1017103.4438129838,19.88680358111649,44.19794417654725,17.25
Estación Central,Aysén,2022,3,86716,1023151.5128495988,21.108686508209068,19.645898986361367,16.43
Estación Central,Aysén,2022,4,87879,1010920.0262531056,21.78298487192469,53.87904343332119,16.2
Estación Central,Aysén,2022,5,88441,1044635.49108167,21.94147417576861,54.61945769617379,16.77
Estación Central,Aysén,2022,6,87979,1002953.0910083208,19.540344914536416,204.07174531628576,18.67
Estación Central,Aysén,2022,7,88361,1034177.383021521,17.859695051297766,182.555913080214,16.27
Estación Central,Aysén,2022,8,86633,1044739.9230767976,15.62110138774221,259.75647485360923,14.73
Estación Central,Aysén,2022,9,85772,1034822.6254906392,13.52630624227587,49.14908467380293,16.45
Estación Central,Aysén,2022,10,87515,1020154.5865114372,11.613459343514046,0.0,14.37
Estación Central,Aysén,2022,11,87807,1014345.1744165784,14.99139667694119,121.58486330123964,16.91
Estación Central,Aysén,2022,12,90031,993841.7753600868,14.24624095625389,2.803070824307497,18.14
Estación Central,Aysén,2023,1,86929,1011378.5796967882,16.015572079472445,43.92476967924423,16.37
Estación Central,Aysén,2023,2,85127,1016468.882692208,20.21218215564027,40.225746444989625,18.3
Estación Central,Aysén,2023,3,86652,1016107.1175427224,20.620858360595484,52.08408679693386,16.64
Estación Central,Aysén,2023,4,87090,1068571.4083800616,20.856475330577045,0.0,17.47
Estación Central,Aysén,2023,5,86590,1019683.6462355136,22.19421838434659,0.0,20.71
Estación Central,Aysén,2023,6,87807,1006549.8040412978,19.864662767860665,223.359314888329,15.71
Estación Central,Aysén,2023,7,87778,988203.814780738,16.008594153407703,244.86436548442595,17.63
Estación Central,Aysén,2023,8,88547,1040514.1995646682,15.28981119556662,245.2537502362412,15.47
Estación Central,Aysén,2023,9,85295,991290.8727514228,13.94397876277178,34.200084925422885,14.34
Estación Central,Aysén,2023,10,87137,1003199.2959269588,14.266337856898888,21.00674283244409,15.52
Estación Central,Aysén,2023,11,89497,1023197.0886178792,14.894848336129362,14.182219427194944,16.58
Estación Central,Aysén,2023,12,87451,999445.7455325476,16.3022978319764,18.921173535680595,15.71
Estación Central,Aysén,2024,1,85158,967470.6141437236,16.465165576835748,0.0,18.13
Estación Central,Aysén,2024,2,86605,1018895.3612401388,17.528788255720848,18.58025555135416,18.25
Estación Central,Aysén,2024,3,86132,987252.311817216,20.064316102878717,5.548411587348596,15.05
Estación Central,Aysén,2024,4,86925,1038259.577936152,21.74640505298369,0.0,18.0
Estación Central,Aysén,2024,5,88259,1000538.380008354,20.63180498211269,92.47097385862664,18.34
Estación Central,Aysén,2024,6,89436,1008086.644417784,19.030062963183248,173.09020290569228,17.6
Estación Central,Aysén,2024,7,86543,1008909.2849428108,17.72581233442007,234.0646817385021,16.5
Estación Central,Aysén,2024,8,89041,1014317.5916060216,14.557282930467824,245.8704740341784,15.57
Estación Central,Aysén,2024,9,85441,969922.3733853552,15.01110122326596,15.425645089054363,16.33
Estación Central,Aysén,2024,10,85095,1021043.470444042,13.434536339523484,88.43368223650546,14.99
Estación Central,Aysén,2024,11,88672,975861.5272393055,13.483000130488415,61.9207472732721,18.61
Estación Central,Aysén,2024,12,86985,986008.5109367128,15.442562429022804,68.52645974217228,16.03
La Cisterna,Los Lagos,2020,1,348011,606969.9659965425,15.716034016568893,76.3819572672952,14.4
La Cisterna,Los Lagos,2020,2,347270,662821.271230006,19.06451392756161,25.893918649946684,12.73
La Cisterna,Los Lagos,2020,3,346732,599534.4107238192,19.628161838971245,0.0,16.85
La Cisterna,Los Lagos,2020,4,343894,603284.2800161565,22.109814365230164,9.208169819032284,16.67
La Cisterna,Los Lagos,2020,5,347097,600420.2273651988,19.148595046844253,16.69003253907733,16.29
La Cisterna,Los Lagos,2020,6,343626,622043.3688411023,19.40167692890346,323.3347075757589,14.22
La Cisterna,Los Lagos,2020,7,346895,602030.4731402489,17.620459802462335,219.82651852330648,15.96
La Cisterna,Los Lagos,2020,8,346815,609619.9823159584,15.251592807261735,214.73045805526297,14.81
La Cisterna,Los Lagos,2020,9,344421,602402.963199525,13.970941119796716,110.85859267798205,13.08
La Cisterna,Los Lagos,2020,10,346462,625024.8136359842,13.90557039560181,36.28663237230432,15.05
La Cisterna,Los Lagos,2020,11,343955,602544.5679861631,12.906073580615836,99.76149249288532,13.23
La Cisterna,Los Lagos,2020,12,344823,631871.8443085754,14.021933658489262,18.887848908321534,11.94
La Cisterna,Los Lagos,2021,1,343515,570869.5604456266,16.08491700714765,0.0,11.9
La Cisterna,Los Lagos,2021,2,344996,617939.7174096394,17.816265198130242,0.0,14.36
La Cisterna,Los Lagos,2021,3,343246,634826.1607454536,20.520285533530075,15.447891533357444,15.94
La Cisterna,Los Lagos,2021,4,343474,632154.2456549276,22.405625120595147,10.354088420661196,17.03
La Cisterna,Los Lagos,2021,5,343225,586554.1630672315,20.9701657530308,0.0,15.15
La Cisterna,Los Lagos,2021,6,348121,635100.5478058137,17.90797176666363,320.903113150864,15.53
La Cisterna,Los Lagos,2021,7,346856,603816.1403374209,17.02758635162355,265.9851103204758,15.63
La Cisterna,Los Lagos,2021,8,346418,662237.2574082589,15.711046102545303,186.02522010589144,14.62
La Cisterna,Los Lagos,2021,9,345490,583192.5633172422,13.041764476406604,9.819211695043482,12.88
La Cisterna,Los Lagos,2021,10,343492,633320.4111299261,15.164892589101456,87.19937441877607,12.63
La Cisterna,Los Lagos,2021,11,347993,580210.2784952427,14.504663987010078,43.13257535446351,13.04
La Cisterna,Los Lagos,2021,12,345793,620117.1531753389,14.315033530147652,4.701093375120202,13.39
La Cisterna,Los Lagos,2022,1,344088,616799.7940435279,16.101773669751335,4.951159685478071,17.67
La Cisterna,Los Lagos,2022,2,344960,626397.3379278686,19.58655931339585,0.0,16.95
La Cisterna,Los Lagos,2022,3,345550,635210.4414633599,20.039374408753694,0.0,15.34
La Cisterna,Los Lagos,2022,4,344578,576190.4193425848,20.924134180015194,51.19989290725177,16.58
La Cisterna,Los Lagos,2022,5,344066,650346.970310763,20.179311160854983,26.339722644395177,18.46
La Cisterna,Los Lagos,2022,6,345065,617038.053236226,17.497611018310483,231.7946255363652,15.18
La Cisterna,Los Lagos,2022,7,345804,614893.0849906658,17.38375052559819,186.952936788366,17.06
La Cisterna,Los Lagos,2022,8,344049,622069.044476816,15.271684018267084,238.7283697757355,14.35
La Cisterna,Los Lagos,2022,9,347658,638123.0384103422,14.266262914114392,26.03974189536786,13.17
La Cisterna,Los Lagos,2022,10,346701,584119.8077703989,13.803216270203938,75.34700692047983,13.46
La Cisterna,Los Lagos,2022,11,345589,593415.1736839545,13.653742711003549,0.0,14.76
La Cisterna,Los Lagos,2022,12,347334,635861.1527421562,15.341618939003885,22.32346569559629,14.96
La Cisterna,Los Lagos,2023,1,343176,616852.488271869,15.605700226998298,0.0,12.34
La Cisterna,Los Lagos,2023,2,344529,589575.9694889479,18.0346038408183,2.3155031776846684,14.92
La Cisterna,Los Lagos,2023,3,343325,611832.8891873972,20.60195807740754,25.66077053758804,12.66
La Cisterna,Los Lagos,2023,4,346643,593526.1613840214,21.815962369461868,0.0,14.86
La Cisterna,Los Lagos,2023,5,343339,638994.6374123254,20.809187801152834,0.0,16.89
La Cisterna,Los Lagos,2023,6,344072,638554.4765339022,19.644048216421652,207.36694585805307,15.37
La Cisterna,Los Lagos,2023,7,344392,625912.6002678907,17.317850918214468,216.23052845923544,13.73
La Cisterna,Los Lagos,2023,8,343903,618419.8563731608,15.296295365503669,237.90065293680527,18.12
La Cisterna,Los Lagos,2023,9,346057,656856.3727531516,12.2663739897775,54.90221385328928,14.82
La Cisterna,Los Lagos,2023,10,347394,623089.4949597741,12.54251322886417,67.36661018577269,13.93
La Cisterna,Los Lagos,2023,11,344226,630738.3336791301,14.65013273160485,63.130820597217706,15.75
La Cisterna,Los Lagos,2023,12,343425,588102.7621386128,14.946736746786083,23.19865156416736,13.41
La Cisterna,Los Lagos,2024,1,345363,617382.5638648549,16.476314467323107,59.837949662867146,15.6
La Cisterna,Los Lagos,2024,2,346660,589770.552756406,18.407845908644443,0.0,15.42
La Cisterna,Los Lagos,2024,3,345971,613231.5053832085,20.65003191019492,0.0,14.73
La Cisterna,Los Lagos,2024,4,345406,616647.6092034482,22.26270461687285,74.97922430764234,16.33
La Cisterna,Los Lagos,2024,5,344023,587888.7883119925,22.8320556735954,3.944183232454712,17.79
